"Porcentaje de victorias PIMC con jugador greedy","Porcentaje de victorias greedy","Porcentaje empates","Porcentaje victorias sin juego cerrado PIMC con jugador greedy","Porcentaje victorias sin juego cerrado greedy","Promedio pases por juego PIMC","Promedio pases por juego greedy"
72.0,25.0,3.0,59.0,11.0,1.87,2.81
