experiment_id,team_1_p1,team_1_p3,team_2_p2,team_2_p4,total_plays,avg_team_1_num_plays,avg_team_2_num_plays,avg_team_1_num_pass,avg_team_2_num_pass,percent_win_team_1,percent_win_team_2,percent_draws,percent_win_not_hanged_team_1,percent_win_not_hanged_team_2,avg_team_1_seconds_elapsed,avg_team_2_seconds_elapsed
153,pimc_0.01333_75,greedy,mcts_1,mcts_1,2537,12.47,12.9,2.91,1.72,3.0,97.0,0.0,3.0,75.0,0.268373060723544,1.00043585023215
154,pimc_0.01333_75,mcts_1,mcts_1,mcts_1,2544,12.6,12.84,2.6,1.96,17.0,80.0,3.0,12.0,59.0,0.809868817480784,1.00078375688594
