"Porcentaje de victorias PIMC","Porcentaje de victorias greedy","Porcentaje empates","Porcentaje victorias sin juego cerrado PIMC","Porcentaje victorias sin juego cerrado greedy","Promedio pases por juego PIMC","Promedio pases por juego greedy"
88.0,10.0,2.0,65.0,6.0,1.63,2.69
