"Porcentaje de victorias PIMC con jugador fuerte","Porcentaje de victorias greedy","Porcentaje empates","Porcentaje victorias sin juego cerrado PIMC con jugador fuerte","Porcentaje victorias sin juego cerrado greedy","Promedio pases por juego PIMC","Promedio pases por juego greedy"
88.0,12.0,0.0,67.0,7.0,1.61,2.74
